"","Kingdom","Species","in3_0","Kingdom_new","Species_new","Source","Description","Description2","CBD_subcategory","CBD_pathway","CBD_Mechanism","Direct_or_Indirect","Primary_or_Secondary","CountrySpecific","RemovePathways","Checkedby_00","Checkedby","Double_checkedby","Notes"
"2020","Animalia","Cygnus atratus","yes","Animalia","Cygnus atratus","Richardson, D.M., Cambray, J.A., Chapman, R.A., Dean, W.R.J., Griffiths, C.L., Le Maitre, D.C., Newton, D.J. and Winstanley, T.J., 2003. Vectors and pathways of biological invasions in South Africa: Past, present and future. Invasive Species. Vectors and Management Strategies, pp.292-349. (Brooke et al. 1986)","Ornamental purposes","Ornamental purposes","Ornamental","Escape","Movement of COMMODITY","Direct","Primary","No","No",NA,"Emma",NA,NA
"2021","Plantae","Cylindropuntia imbricata","yes","Plantae","Cylindropuntia imbricata","CABI","Ornamental purposes","Ornamental purposes","Ornamental","Escape","Movement of COMMODITY","Direct","Primary","No","No",NA,"Emma",NA,NA
"2022","Plantae","Cylindropuntia rosea","yes","Plantae","Cylindropuntia rosea","CABI","Ornamental purposes (pathway cause)","Ornamental purposes","Ornamental","Escape","Movement of COMMODITY","Direct","Primary","No","No",NA,"Emma",NA,NA
"2023","Plantae","Cylindropuntia rosea","yes","Plantae","Cylindropuntia rosea","CABI","Ornamental purposes (pathway cause)","Ornamental purposes","Ornamental","Escape","Movement of COMMODITY","Direct","Primary","Yes","No",NA,"Emma",NA,NA
"2024","Plantae","Cymbopogon citratus","yes","Plantae","Cymbopogon citratus","CABI","Ornamental purposes (pathway cause)","Ornamental purposes","Ornamental","Escape","Movement of COMMODITY","Direct","Secondary","No","No",NA,"Emma",NA,NA
"2025","Animalia","Cyprinus carpio","yes","Animalia","Cyprinus carpio","CABI","Ornamental purposes (pathway cause)","Ornamental purposes","Ornamental","Escape","Movement of COMMODITY","Direct","Secondary","No","No",NA,"Emma",NA,NA
"2026","Plantae","Cytisus scoparius","yes","Plantae","Cytisus scoparius","CABI","Ornamental purposes","Ornamental purposes","Ornamental","Escape","Movement of COMMODITY","Direct","Primary","No","No",NA,"Emma",NA,NA
"2027","Plantae","Cytisus scoparius","No","Plantae","Cytisus scoparius","CABI","Ornamental purposes","Ornamental purposes","Ornamental","Escape","Movement of COMMODITY","Direct","Primary","No","No",NA,"Anna",NA,NA
"2028","Plantae","Dolichandra unguis-cati","yes","Plantae","Dolichandra unguis-cati","CABI","Ornamental purposes (pathway cause)","Ornamental purposes","Ornamental","Escape","Movement of COMMODITY","Direct","Primary","No","No",NA,"Anna",NA,NA
"2029","Animalia","Drosophila suzukii","yes","Animalia","Drosophila suzukii","CABI","Ornamental purposes (pathway cause)","Ornamental purposes","Ornamental","Escape","Movement of COMMODITY","Indirect","Secondary","No","No",NA,"Anna",NA,NA
"2030","Animalia","Drosophila suzukii","No","Animalia","Drosophila suzukii","CABI","Ornamental purposes (pathway cause)","Ornamental purposes","Ornamental","Escape","Movement of COMMODITY","Indirect","Secondary","No","No",NA,"Anna",NA,NA
"2031","Plantae","Echium plantagineum","yes","Plantae","Echium plantagineum","CABI","Ornamental purposes","Ornamental purposes","Ornamental","Escape","Movement of COMMODITY","Direct","Primary","No","No",NA,"Anna",NA,NA
"2032","Plantae","Eichhornia crassipes","yes","Plantae","Eichhornia crassipes","GISD","Ornamental purposes","Ornamental purposes","Ornamental","Escape","Movement of COMMODITY","Direct","Primary","No","No",NA,"Anna",NA,NA
"2033","Plantae","Eichhornia crassipes","No","Plantae","Eichhornia crassipes","GISD","Ornamental purposes","Ornamental purposes","Ornamental","Escape","Movement of COMMODITY","Direct","Primary","No","No",NA,"Anna",NA,NA
"2034","Plantae","Elaeagnus angustifolia",NA,"Plantae","Elaeagnus angustifolia","CABI","Ornamental purposes","Ornamental purposes","Ornamental","Escape","Movement of COMMODITY","Direct","Primary",NA,NA,NA,"Anna",NA,NA
"2035","Plantae","Elodea canadensis","yes","Plantae","Elodea canadensis","GISD","Ornamental purposes","Ornamental purposes","Ornamental","Escape","Movement of COMMODITY","Direct","Primary","Yes","No",NA,"Anna",NA,NA
"2036","Plantae","Eucalyptus globulus","yes","Plantae","Eucalyptus globulus","CABI","Ornamental purposes (pathway cause)","Ornamental purposes","Ornamental","Escape","Movement of COMMODITY","Direct","Primary","No","No",NA,"Anna",NA,NA
"2037","Plantae","Euphorbia esula","yes","Plantae","Euphorbia esula","GISD","Ornamental purposes","Ornamental purposes","Ornamental","Escape","Movement of COMMODITY","Indirect","Secondary","No","No",NA,"Anna",NA,NA
"2038","Plantae","Euphorbia esula","No","Plantae","Euphorbia esula",NA,"Ornamental purposes","Ornamental purposes","Ornamental","Escape","Movement of COMMODITY","Indirect","Secondary","No","No",NA,"Anna",NA,NA
"2039","Plantae","Flemingia strobilifera","yes","Plantae","Flemingia strobilifera","CABI","Ornamental purposes (pathway cause)","Ornamental purposes","Ornamental","Escape","Movement of COMMODITY","Direct","Primary","No","No",NA,"Anna",NA,NA
"2040","Plantae","Frangula alnus","4.0999999999999996","Plantae","Frangula alnus","CABI","Ornamental purposes","Ornamental purposes","Ornamental","Escape","Movement of COMMODITY","Direct","Primary","No","No",NA,"Anna",NA,NA
"2041","Plantae","Freesia alba","yes","Plantae","Freesia alba","Lazzaro, L., Ferretti, G., Giuliani, C. and Foggi, B., 2014. A checklist of the alien flora of the Tuscan Archipelago (Italy). Webbia, 69(1), pp.157-176.","Ornamental purposes","Ornamental purposes","Ornamental","Escape","Movement of COMMODITY","Direct","Primary","No","No",NA,"Anna",NA,NA
"2042","Plantae","Furcraea hexapetala","yes","Plantae","Furcraea hexapetala","CABI","Ornamental purposes","Ornamental purposes","Ornamental","Escape","Movement of COMMODITY","Direct","Primary","No","No",NA,"Melina","Y",NA
"2043","Plantae","Gymnocoronis spilanthoides","yes","Plantae","Gymnocoronis spilanthoides","CABI","Ornamental purposes","Ornamental purposes","Ornamental","Escape","Movement of COMMODITY","Direct","Primary","No","No",NA,"Anna",NA,NA
"2044","Plantae","Hakea sericea","yes","Plantae","Hakea sericea","CABI","Ornamental, horticulture, nursery trade","Ornamental purposes","Ornamental","Escape","Movement of COMMODITY","Direct","Secondary","No","No",NA,"Anna",NA,NA
"2045","Plantae","Heracleum mantegazzianum","No","Plantae","Heracleum mantegazzianum","GISD","Ornamental purposes","Ornamental purposes","Ornamental","Escape","Movement of COMMODITY","Direct","Primary","No","No",NA,"Anna",NA,NA
"2046","Plantae","Heracleum mantegazzianum","yes","Plantae","Heracleum mantegazzianum","GISD","Ornamental purposes","Ornamental purposes","Ornamental","Escape","Movement of COMMODITY","Direct","Primary","No","No",NA,"Anna",NA,NA
"2047","Plantae","Heracleum mantegazzianum","No","Plantae","Heracleum mantegazzianum","CABI","Ornamental purposes (pathway cause)","Ornamental purposes","Ornamental","Escape","Movement of COMMODITY","Direct","Primary","No","No",NA,"Anna",NA,NA
"2048","Plantae","Heracleum mantegazzianum","yes","Plantae","Heracleum mantegazzianum","CABI","Ornamental purposes (pathway cause)","Ornamental purposes","Ornamental","Escape","Movement of COMMODITY","Direct","Primary","No","No",NA,"Anna",NA,NA
"2049","Plantae","Heracleum sosnowskyi","yes","Plantae","Heracleum sosnowskyi","CABI","Ornamental purposes (pathway cause)","Ornamental purposes","Ornamental","Escape","Movement of COMMODITY","Direct","Primary","No","No",NA,"Anna",NA,NA
"2050","Plantae","Humulus scandens","4.0999999999999996","Plantae","Humulus scandens","CABI","Ornamental purposes","Ornamental purposes","Ornamental","Escape","Movement of COMMODITY","Direct","Primary",NA,NA,NA,"Anna",NA,NA
"2051","Plantae","Hyacinthoides hispanica","yes","Plantae","Hyacinthoides hispanica","Dehnen-Schmutz, K., Conroy, J. Working with gardeners to identify potential invasive ornamental garden plants: testing a citizen science approach. Biol Invasions 20, 3069_3077 (2018). https://doi.org/10.1007/s10530-018-1759-3","Ornamental purposes","Ornamental purposes","Ornamental","Escape","Movement of COMMODITY","Direct","Primary","Yes","No",NA,"Anna",NA,NA
"2052","Plantae","Impatiens balfourii","yes","Plantae","Impatiens balfourii","Najberek, K., Pusz, W., Solarz, W. et al. The seeds of success: release from fungal attack on seeds may influence the invasiveness of alien Impatiens. Plant Ecol 219, 1197_1207 (2018). https://doi.org/10.1007/s11258-018-0872-9","Ornamental purposes","Ornamental purposes","Ornamental","Escape","Movement of COMMODITY","Direct","Primary","No","No",NA,"Anna",NA,NA
"2053","Plantae","Impatiens glandulifera","yes","Plantae","Impatiens glandulifera","CABI","Ornamental purposes (pathway cause)","Ornamental purposes","Ornamental","Escape","Movement of COMMODITY","Direct","Primary","No","No",NA,"Anna",NA,NA
"2054","Plantae","Impatiens glandulifera","No","Plantae","Impatiens glandulifera","CABI","Ornamental purposes (pathway cause)","Ornamental purposes","Ornamental","Escape","Movement of COMMODITY","Direct","Primary","No","No",NA,"Anna",NA,NA
"2055","Plantae","Kalanchoe daigremontiana","yes","Plantae","Kalanchoe daigremontiana","CABI","Ornamental purposes (pathway cause)","Ornamental purposes","Ornamental","Escape","Movement of COMMODITY","Direct","Primary","No","No",NA,"Melina",NA,"But reference specific to N. America"
"2056","Plantae","Lantana camara","yes","Plantae","Lantana camara","GISD","Ornamental purposes","Ornamental purposes","Ornamental","Escape","Movement of COMMODITY","Direct","Primary","No","No",NA,"Anna",NA,NA
"2057","Plantae","Lantana camara","No","Plantae","Lantana camara","GISD","Ornamental purposes","Ornamental purposes","Ornamental","Escape","Movement of COMMODITY","Direct","Primary","No","No",NA,"Anna",NA,NA
"2058","Animalia","Lepomis gibbosus","yes","Animalia","Lepomis gibbosus","CABI","Ornamental purposes (pathway cause)","Ornamental purposes","Ornamental","Escape","Movement of COMMODITY","Direct","Secondary",NA,"No","Melina","Melina",NA,NA
"2059","Plantae","Ligustrum lucidum","yes","Plantae","Ligustrum lucidum","CABI","Ornamental purposes (pathway cause)","Ornamental purposes","Ornamental","Escape","Movement of COMMODITY","Direct","Primary","No","No",NA,"Phil","Y",NA
"2060","Plantae","Ligustrum lucidum","No","Plantae","Ligustrum lucidum","CABI","Ornamental purposes (pathway cause)","Ornamental purposes","Ornamental","Escape","Movement of COMMODITY","Direct","Primary","No","No",NA,NA,NA,NA
"2061","Plantae","Linaria dalmatica","No","Plantae","Linaria dalmatica","CABI","Ornamental purposes","Ornamental purposes","Ornamental","Escape","Movement of COMMODITY","Direct","Primary","No","No",NA,"Anna",NA,NA
"2062","Animalia","Lithobates catesbeianus","yes","Animalia","Lithobates catesbeianus","GISD","Ornamental purposes","Ornamental purposes","Ornamental","Escape","Movement of COMMODITY","Direct","Secondary","No","No",NA,"Anna",NA,NA
"2063","Animalia","Lithobates catesbeianus","No","Animalia","Lithobates catesbeianus","GISD","Ornamental purposes","Ornamental purposes","Ornamental","Escape","Movement of COMMODITY","Direct","Secondary","No","No",NA,"Phil",NA,NA
"2064","Plantae","Ludwigia grandiflora","yes","Plantae","Ludwigia grandiflora","CABI","Ornamental, horticulture, nursery trade","Ornamental purposes","Ornamental","Escape","Movement of COMMODITY","Direct","Primary","No","No",NA,"Anna",NA,NA
"2065","Plantae","Ludwigia peploides","yes","Plantae","Ludwigia peploides","CABI","Ornamental purposes (pathway cause)","Ornamental purposes","Ornamental","Escape","Movement of COMMODITY","Direct","Primary","No","No",NA,"Anna",NA,NA
"2066","Plantae","Lythrum salicaria","yes","Plantae","Lythrum salicaria","GISD","Ornamental purposes","Ornamental purposes","Ornamental","Escape","Movement of COMMODITY","Direct","Secondary","No","No",NA,"Anna",NA,NA
"2067","Plantae","Lythrum salicaria","No","Plantae","Lythrum salicaria","GISD","Ornamental purposes","Ornamental purposes","Ornamental","Escape","Movement of COMMODITY","Direct","Secondary","No","No",NA,"Anna",NA,NA
"2068","Animalia","Marchalina hellenica","No","Animalia","Marchalina hellenica","Avtzis, D.N., Lubanga, U.K., Lefoe, G.K. et al. Prospects for classical biological control of Marchalina hellenica in Australia. BioControl 65, 413–423 (2020). https://doi.org/10.1007/s10526-020-10012-3","Ornamental purposes (pathway cause)","Ornamental purposes","Ornamental","Escape","Movement of COMMODITY","Indirect","Primary","Yes","No",NA,"Anna",NA,NA
"2069","Plantae","Melaleuca quinquenervia","yes","Plantae","Melaleuca quinquenervia","GISD","Ornamental purposes","Ornamental purposes","Ornamental","Escape","Movement of COMMODITY","Direct","Primary","No","No",NA,"Anna",NA,NA
"2070","Plantae","Melaleuca quinquenervia","No","Plantae","Melaleuca quinquenervia","GISD","Ornamental purposes","Ornamental purposes","Ornamental","Escape","Movement of COMMODITY","Direct","Primary","No","No",NA,"Anna",NA,NA
"2071","Plantae","Melaleuca quinquenervia","yes","Plantae","Melaleuca quinquenervia","CABI","Ornamental purposes (pathway cause)","Ornamental purposes","Ornamental","Escape","Movement of COMMODITY","Direct","Primary","No","No",NA,"Anna",NA,NA
"2072","Plantae","Melaleuca quinquenervia","No","Plantae","Melaleuca quinquenervia","CABI","Ornamental purposes (pathway cause)","Ornamental purposes","Ornamental","Escape","Movement of COMMODITY","Direct","Primary","No","No",NA,"Anna",NA,NA
"2073","Plantae","Melia azedarach","yes","Plantae","Melia azedarach","GISD","Ornamental purposes","Ornamental purposes","Ornamental","Escape","Movement of COMMODITY","Direct","Primary","No","No",NA,"Anna",NA,NA
"2074","Plantae","Mesembryanthemum cordifolium","yes","Plantae","Mesembryanthemum cordifolium","Lazzaro, L., Ferretti, G., Giuliani, C. and Foggi, B., 2014. A checklist of the alien flora of the Tuscan Archipelago (Italy). Webbia, 69(1), pp.157-176.","Ornamental purposes","Ornamental purposes","Ornamental","Escape","Movement of COMMODITY","Direct","Primary","No","No",NA,"Anna",NA,NA
"2075","Plantae","Mesembryanthemum crystallinum","No","Plantae","Mesembryanthemum crystallinum","CABI","Ornamental purposes","Ornamental purposes","Ornamental","Escape","Movement of COMMODITY","Direct","Primary","No","No",NA,"Anna",NA,NA
"2076","Plantae","Miconia calvescens","yes","Plantae","Miconia calvescens","CABI","Ornamental purposes (pathway cause)","Ornamental purposes","Ornamental","Escape","Movement of COMMODITY","Direct","Primary","No","No","Melina","Melina",NA,NA
"2077","Plantae","Miconia calvescens","No","Plantae","Miconia calvescens","CABI","Ornamental purposes (pathway cause)","Ornamental purposes","Ornamental","Escape","Movement of COMMODITY","Direct","Primary","No","No",NA,"Anna",NA,NA
"2078","Plantae","Mimosa pigra","yes","Plantae","Mimosa pigra","GISD","Ornamental purposes, nursery trade","Ornamental purposes","Ornamental","Escape","Movement of COMMODITY","Direct","Primary","No","No",NA,"Anna",NA,NA
"2079","Plantae","Mirabilis jalapa","yes","Plantae","Mirabilis jalapa","CABI","Ornamental purposes (pathway cause)","Ornamental purposes","Ornamental","Escape","Movement of COMMODITY","Direct","Primary","No","No",NA,"Anna",NA,NA
"2080","Plantae","Morus nigra","yes","Plantae","Morus nigra","CABI","Ornamental purposes (pathway cause)","Ornamental purposes","Ornamental","Escape","Movement of COMMODITY","Direct","Primary","No","No",NA,"Anna",NA,NA
"2081","Plantae","Myriophyllum aquaticum","yes","Plantae","Myriophyllum aquaticum","GISD","Ornamental purposes","Ornamental purposes","Ornamental","Escape","Movement of COMMODITY","Direct","Primary","No","No",NA,"Anna",NA,NA
"2082","Plantae","Nassella neesiana","yes","Plantae","Nassella neesiana","GISD","Ornamental purposes","Ornamental purposes","Ornamental","Escape","Movement of COMMODITY","Direct","Primary","No","No",NA,"Phil",NA,NA
"2083","Plantae","Nassella trichotoma","yes","Plantae","Nassella trichotoma","CABI","Ornamental, horticulture, nursery trade","Ornamental purposes","Ornamental","Escape","Movement of COMMODITY","Direct","Primary","No","No",NA,"Phil",NA,NA
"2084","Plantae","Nymphaea mexicana","yes","Plantae","Nymphaea mexicana","Martin, G.D. and Coetzee, J.A., 2011. Pet stores, aquarists and the internet trade as modes of introduction and spread of invasive macrophytes in South Africa. Water SA, 37(3).","Ornamental purposes","Ornamental purposes","Ornamental","Escape","Movement of COMMODITY","Direct","Primary","No","No",NA,"Phil",NA,NA
"2085","Plantae","Nymphoides peltata","yes","Plantae","Nymphoides peltata","GISD","Ornamental purposes","Ornamental purposes","Ornamental","Escape","Movement of COMMODITY","Direct","Primary","No","No",NA,"Phil",NA,NA
"2086","Plantae","Onopordum acanthium","No","Plantae","Onopordum acanthium","CABI","ornamental plant","Ornamental purposes","Ornamental","Escape","Movement of COMMODITY","Direct","Primary",NA,"No",NA,NA,NA,NA
"2087","Plantae","Opuntia aurantiaca","yes","Plantae","Opuntia aurantiaca","CABI","Ornamental, horticulture, nursery trade","Ornamental purposes","Ornamental","Escape","Movement of COMMODITY","Direct","Primary","N","No",NA,"Ana Novoa",NA,NA
"2088","Plantae","Opuntia ficus-indica","yes","Plantae","Opuntia ficus-indica","CABI","Ornamental purposes (pathway cause)","Ornamental purposes","Ornamental","Escape","Movement of COMMODITY","Direct","Primary","N","No",NA,"Ana Novoa",NA,NA
"2089","Plantae","Opuntia humifusa","yes","Plantae","Opuntia humifusa","CABI [O. monacantha]","Ornamental purposes","Ornamental purposes","Ornamental","Escape","Movement of COMMODITY","Direct","Primary","No","No",NA,"Ana Novoa",NA,NA
"2090","Plantae","Opuntia stricta","No","Plantae","Opuntia stricta","CABI","Ornamental purposes (pathway cause)","Ornamental purposes","Ornamental","Escape","Movement of COMMODITY","Direct","Primary","No","No",NA,"Anna",NA,NA
"2091","Plantae","Opuntia stricta","yes","Plantae","Opuntia stricta","CABI","Ornamental purposes (pathway cause)","Ornamental purposes","Ornamental","Escape","Movement of COMMODITY","Direct","Primary","N","No",NA,"Ana Novoa",NA,NA
"2092","Plantae","Osteospermum moniliferum","4.0999999999999996","Plantae","Chrysanthemoides monilifera","CABI","ornamental for gardens.","Ornamental purposes","Ornamental","Escape","Movement of COMMODITY","Direct","Secondary",NA,NA,NA,"Anna",NA,NA
"2093","Animalia","Paracoccus marginatus","yes","Animalia","Paracoccus marginatus","CABI","Ornamental purposes","Ornamental purposes","Ornamental","Escape","Movement of COMMODITY","Direct","Primary","No","No",NA,"Melina",NA,NA
"2094","Plantae","Parkinsonia aculeata","yes","Plantae","Parkinsonia aculeata","CABI","Ornamental, horticulture, nursery trade","Ornamental purposes","Ornamental","Escape","Movement of COMMODITY","Direct","Primary","No","No",NA,"Phil",NA,NA
"2095","Plantae","Parthenium hysterophorus","yes","Plantae","Parthenium hysterophorus","CABI","ornamental plant","Ornamental purposes","Ornamental","Escape","Movement of COMMODITY","Direct","Primary","No","No",NA,"Phil",NA,NA
"2096","Plantae","Parthenium hysterophorus","No","Plantae","Parthenium hysterophorus","CABI","ornamental plant","Ornamental purposes","Ornamental","Escape","Movement of COMMODITY","Direct","Primary","No","No",NA,"Anna",NA,NA
"2097","Plantae","Paulownia tomentosa","yes","Plantae","Paulownia tomentosa","CABI","Ornamental purposes (pathway cause)","Ornamental purposes","Ornamental","Escape","Movement of COMMODITY","Direct","Primary","No","No",NA,"Phil",NA,NA
"2098","Animalia","Phenacoccus solenopsis","yes","Animalia","Phenacoccus solenopsis","CABI","Ornamental purposes (pathway cause)","Ornamental purposes","Ornamental","Escape","Movement of COMMODITY","Indirect","Primary","No","No",NA,"Phil",NA,NA
"2099","Plantae","Phoenix canariensis","yes","Plantae","Phoenix canariensis","CABI","Ornamental purposes (pathway cause)","Ornamental purposes","Ornamental","Escape","Movement of COMMODITY","Direct","Primary","Yes","No",NA,"Phil",NA,NA
"2100","Plantae","Phragmites australis","yes","Plantae","Phragmites australis","CABI","Ornamental purposes","Ornamental purposes","Ornamental","Escape","Movement of COMMODITY","Direct","Primary","No","No",NA,"Phil",NA,NA
"2101","Plantae","Phragmites australis","No","Plantae","Phragmites australis","CABI","Ornamental purposes","Ornamental purposes","Ornamental","Escape","Movement of COMMODITY","Direct","Primary","No","No",NA,"Anna",NA,NA
"2102","Plantae","Pistia stratiotes","No","Plantae","Pistia stratiotes","CABI","Ornamental purposes (pathway cause)","Ornamental purposes","Ornamental","Escape","Movement of COMMODITY","Direct","Primary","No","No",NA,NA,NA,NA
"2103","Plantae","Prosopis juliflora","yes","Plantae","Prosopis juliflora","CABI","Ornamental purposes (pathway cause)","Ornamental purposes","Ornamental","Escape","Movement of COMMODITY","Direct","Secondary","No","No",NA,"Melina",NA,NA
"2104","Plantae","Prosopis juliflora","No","Plantae","Prosopis juliflora","CABI","Ornamental purposes (pathway cause)","Ornamental purposes","Ornamental","Escape","Movement of COMMODITY","Direct","Secondary","No","No",NA,NA,NA,NA
"2105","Plantae","Prunus serotina","yes","Plantae","Prunus serotina","CABI","Ornamental purposes","Ornamental purposes","Ornamental","Escape","Movement of COMMODITY","Direct","Primary","No","No",NA,"Anna",NA,NA
"2106","Plantae","Psidium guajava","No","Plantae","Psidium guajava","CABI","Ornamental purposes","Ornamental purposes","Ornamental","Escape","Movement of COMMODITY","Direct","Primary","No","No",NA,"Anna",NA,NA
"2107","Plantae","Psidium guajava","yes","Plantae","Psidium guajava","CABI","Ornamental purposes","Ornamental purposes","Ornamental","Escape","Movement of COMMODITY","Direct","Primary","No","No",NA,"Anna",NA,NA
"2108","Plantae","Quercus rubra","yes","Plantae","Quercus rubra","Merceron, N.R., Leroy, T., Chancerel, E., Romero-Severson, J., Borkowski, D.S., Ducousso, A., Monty, A., Port_, A.J. and Kremer, A., 2017. Back to America: tracking the origin of European introduced populations of Quercus rubra L. Genome, 60(9), pp.778-790.","Ornamental purposes","Ornamental purposes","Ornamental","Escape","Movement of COMMODITY","Direct","Primary","No","No",NA,"Anna",NA,NA
"2109","Animalia","Raoiella indica","4.0999999999999996","Animalia","Raoiella indica","CABI","Ornamental purposes","Ornamental purposes","Ornamental","Escape","Movement of COMMODITY","Indirect","Primary",NA,NA,NA,"Anna",NA,NA
"2110",NA,"Reticulitermes flavipes","No","Animalia","Reticulitermes flavipes","Hernández_Teixidor, D., Suárez, D., García, J. and Mora, D., 2019. First report of the invasive Reticulitermes flavipes (Kollar, 1837)(Blattodea, Rhinotermitidae) in the Canary Islands. Journal of Applied Entomology, 143(4), pp.478-482.","sale of ornamental","Ornamental purposes","Ornamental","Escape","Movement of COMMODITY","Indirect","Primary","Yes","No",NA,"Anna",NA,NA
"2111","Animalia","Reticulitermes flavipes","No","Animalia","Reticulitermes flavipes","Hernández_Teixidor, D., Suárez, D., García, J. and Mora, D., 2019. First report of the invasive Reticulitermes flavipes (Kollar, 1837)(Blattodea, Rhinotermitidae) in the Canary Islands. Journal of Applied Entomology, 143(4), pp.478-482.","sale of ornamental","Ornamental purposes","Ornamental","Escape","Movement of COMMODITY","Indirect","Primary","Yes","No",NA,"Anna",NA,NA
"2112","Plantae","Reynoutria japonica","yes","Plantae","Reynoutria japonica","CABI","ornamental plant","Ornamental purposes","Ornamental","Escape","Movement of COMMODITY","Direct","Primary","No","No",NA,"Anna",NA,NA
"2113","Plantae","Reynoutria japonica","No","Plantae","Reynoutria japonica","CABI","ornamental plant","Ornamental purposes","Ornamental","Escape","Movement of COMMODITY","Direct","Primary","No","No",NA,"Anna",NA,NA
"2114","Plantae","Rhamnus cathartica",NA,"Plantae","Rhamnus cathartica","CABI","ornamental shrub","Ornamental purposes","Ornamental","Escape","Movement of COMMODITY","Direct","Primary",NA,NA,NA,"Anna",NA,NA
"2115","Plantae","Rhododendron ponticum","yes","Plantae","Rhododendron ponticum","CABI","Ornamental purposes","Ornamental purposes","Ornamental","Escape","Movement of COMMODITY","Direct","Primary","No","No",NA,"Anna",NA,NA
"2116","Plantae","Rosa rugosa","yes","Plantae","Rosa rugosa","CABI","Ornamental purposes","Ornamental purposes","Ornamental","Escape","Movement of COMMODITY","Direct","Primary","No","No",NA,"Anna",NA,NA
"2117","Plantae","Rudbeckia laciniata","yes","Plantae","Rudbeckia laciniata","CABI","Ornamental purposes (pathway cause)","Ornamental purposes","Ornamental","Escape","Movement of COMMODITY","Direct","Primary","No","No",NA,"Anna",NA,NA
"2118","Plantae","Salix babylonica","yes","Plantae","Salix babylonica","GISD","Ornamental purposes","Ornamental purposes","Ornamental","Escape","Movement of COMMODITY","Direct","Primary","No","No",NA,"Anna",NA,NA
"2119","Plantae","Salvinia molesta","yes","Plantae","Salvinia molesta","CABI","Ornamental purposes","Ornamental purposes","Ornamental","Escape","Movement of COMMODITY","Direct","Primary","No","No",NA,"Anna",NA,NA
"2120","Plantae","Salvinia molesta","No","Plantae","Salvinia molesta","CABI","Ornamental purposes","Ornamental purposes","Ornamental","Escape","Movement of COMMODITY","Direct","Primary","No","No",NA,NA,NA,NA
"2121","Plantae","Schinus molle","yes","Plantae","Schinus molle","CABI","Ornamental purposes","Ornamental purposes","Ornamental","Escape","Movement of COMMODITY","Direct","Primary","No","No",NA,"Anna",NA,NA
"2122","Plantae","Schinus terebinthifolia","yes","Plantae","Schinus terebinthifolia","CABI","Ornamental purposes","Ornamental purposes","Ornamental","Escape","Movement of COMMODITY","Direct","Primary","No","No",NA,"Anna",NA,NA
"2123","Plantae","Senecio angulatus","yes","Plantae","Senecio angulatus","GISD","Ornamental purposes","Ornamental purposes","Ornamental","Escape","Movement of COMMODITY","Direct","Primary","No","No",NA,"Anna",NA,NA
"2124","Plantae","Senecio mikanioides","yes","Plantae","Senecio mikanioides","CABI","ornamental plant","Ornamental purposes","Ornamental","Escape","Movement of COMMODITY","Direct","Primary","No","No",NA,"Anna",NA,NA
"2125","Animalia","Sinanodonta woodiana","yes","Animalia","Sinanodonta woodiana","Lajtner, J. and Crn_an, P., 2011. Distribution of the invasive bivalve Sinanodonta woodiana (Lea, 1834) in Croatia. Aquatic Invasions, 6, p.119.","Ornamental purposes","Ornamental purposes","Ornamental","Escape","Movement of COMMODITY","Direct","Secondary","No","No",NA,"Ana Novoa",NA,NA
"2126","Plantae","Solanum mauritianum","yes","Plantae","Solanum mauritianum","GISD","Ornamental purposes","Ornamental purposes","Ornamental","Escape","Movement of COMMODITY","Direct","Primary","No","No",NA,"Ana Novoa",NA,NA
"2127","Plantae","Solanum seaforthianum","yes","Plantae","Solanum seaforthianum","CABI","Ornamental purposes (pathway cause)","Ornamental purposes","Ornamental","Escape","Movement of COMMODITY","Direct","Primary","N","No",NA,"Ana Novoa",NA,NA
"2128","Plantae","Solidago canadensis","yes","Plantae","Solidago canadensis","CABI","Ornamental purposes (pathway cause)","Ornamental purposes","Ornamental","Escape","Movement of COMMODITY","Direct","Primary","N","No",NA,"Ana Novoa",NA,NA
"2129","Plantae","Solidago gigantea","yes","Plantae","Solidago gigantea","CABI","Ornamental purposes (pathway cause)","Ornamental purposes","Ornamental","Escape","Movement of COMMODITY","Direct","Primary","N","No",NA,"Ana Novoa",NA,NA
"2130","Plantae","Spartium junceum","yes","Plantae","Spartium junceum","CABI","Ornamental purposes (pathway cause)","Ornamental purposes","Ornamental","Escape","Movement of COMMODITY",NA,NA,NA,"Yes",NA,"Ana Novoa",NA,"This species is native in some areas of Spain. I guess we should not include it in the analysis?"
"2131","Plantae","Spathodea campanulata","yes","Plantae","Spathodea campanulata","CABI","Ornamental purposes (pathway cause)","Ornamental purposes","Ornamental","Escape","Movement of COMMODITY","Direct","Primary","N","No",NA,"Ana Novoa",NA,NA
"2132","Plantae","Sphagneticola trilobata","4.0999999999999996","Plantae","Sphagneticola trilobata","CABI","Ornamental purposes","Ornamental purposes","Ornamental","Escape","Movement of COMMODITY","Direct","Primary",NA,NA,NA,"Anna",NA,NA
"2133","Animalia","Sturnus vulgaris","yes","Animalia","Sturnus vulgaris","GISD","Ornamental purposes","Ornamental purposes","Ornamental","Escape","Movement of COMMODITY","Direct","Secondary","Yes","No",NA,"Ana Novoa",NA,NA
"2134","Animalia","Sturnus vulgaris","No","Animalia","Sturnus vulgaris","CABI","Ornamental purposes","Ornamental purposes","Ornamental","Escape","Movement of COMMODITY","Direct","Secondary","Yes","No",NA,"Anna",NA,NA
