Kingdom,Phylum,Class,Order,Family,Genus,Species,Species2,Environment_IAS,Kingdom_new,CoarseGroups,FineGroups,coarse_group,coarse_group_unspecified,fine_group,Sp_Focus,Species_new,Official_country,Origin,Source,Description,CBD_Mechanism_initial,CBD_Cat_inital,Description2,CBD_Mechanism2,CBD_Cat2,CBD_Mechanism_order,CBD_Cat_order,Description_order,pathway_count,CBD_subcategory,CBD_pathway,CBD_Mechanism,Direct_or_Indirect,Primary_or_Secondary,CountrySpecific,RemovePathways,Checkedby_00,Checkedby,Double_checkedby,Notes
Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Heracleum,Heracleum sosnowskyi,Heracleum sosnowskyi,terrestrial,Plantae,terrestrial plant,terrestrial forb,Plant,Plant,TerrestrialPlant,single,Heracleum sosnowskyi,Ukraine,,CABI,Ornamental purposes (pathway cause),Movement of COMMODITY,ESCAPE FROM CONFINEMENT,Ornamental purposes,Movement of COMMODITY,ESCAPE,1_Movement of COMMODITY,12_ESCAPE,12_Ornamental purposes,5,Ornamental,Escape,Movement of COMMODITY,Direct,Primary,No,No,,Anna,,
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Pilosella,Hieracium pilosella nigrescens,Hieracium pilosella nigrescens,terrestrial,Plantae,NA,NA,Plant,Plant,TerrestrialPlant,single,Hieracium pilosella nigrescens,Australia,NA,CABI,Agricultural Practices,Movement of COMMODITY,TRANSPORT_CONTAMINANT,Agricultural Practices,Movement of COMMODITY,TRANSPORT_CONTAMINANT,1_Movement of COMMODITY,13_TRANSPORT_CONTAMINANT,13_Agricultural Practices,4,Agriculture,Escape,Movement of COMMODITY,Indirect,Primary,No,No,,Anna,,
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Pilosella,Hieracium pilosella nigrescens,Hieracium pilosella nigrescens,terrestrial,Plantae,NA,NA,Plant,Plant,TerrestrialPlant,single,Hieracium pilosella nigrescens,Australia,NA,CABI,Agricultural Practices,Movement of COMMODITY,TRANSPORT_CONTAMINANT,Agricultural Practices,Movement of COMMODITY,TRANSPORT_CONTAMINANT,1_Movement of COMMODITY,13_TRANSPORT_CONTAMINANT,13_Agricultural Practices,4,Seed contaminant,Contaminant,Movement of COMMODITY,Direct,Primary,No,No,,Anna,,
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Pilosella,Hieracium pilosella nigrescens,Hieracium pilosella nigrescens,terrestrial,Plantae,NA,NA,Plant,Plant,TerrestrialPlant,single,Hieracium pilosella nigrescens,Australia,NA,CABI,Ornamental purposes,Movement of COMMODITY,RELEASE,Ornamental purposes,Movement of COMMODITY,ESCAPE,1_Movement of COMMODITY,12_ESCAPE,12_Ornamental purposes,4,Ornamental,Escape,Movement of COMMODITY,Direct,Primary,No,No,,Anna,,
Animalia,Arthropoda,Insecta,Hemiptera,Cicadellidae,Homalodisca,Homalodisca vitripennis,Homalodisca vitripennis,terrestrial,Animalia,terrestrial invertebrate,terrestrial arthropod,Insect,Insect,Insect,single,Homalodisca vitripennis,Diverse/Unspecified,,GISD,Ornamental,VECTOR,TRANSPORT _ STOWAWAY,Ornamental,VECTOR,TRANSPORT_STOWAWAY,2_VECTOR,21_TRANSPORT_STOWAWAY,21_Hitchhiker,1,Ornamental,Escape,VECTOR,Indirect,Primary,No,No,,Anna,,
Plantae,Tracheophyta,Magnoliopsida,Rosales,Cannabaceae,Humulopsis,Humulopsis scandens,Humulopsis scandens,terrestrial,Plantae,terrestrial plant,terrestrial forb,Plant,Plant,TerrestrialPlant,single,Humulopsis scandens,France,NA,CABI,Horticulture,Movement of COMMODITY,ESCAPE,Horticulture,Movement of COMMODITY,ESCAPE,1_Movement of COMMODITY,12_ESCAPE,12_Horticulture,4,Horticulture,Escape,Movement of COMMODITY,Direct,Primary,No,No,,Anna,,
Plantae,Tracheophyta,Magnoliopsida,Rosales,Cannabaceae,Humulopsis,Humulopsis scandens,Humulopsis scandens,terrestrial,Plantae,terrestrial plant,terrestrial forb,Plant,Plant,TerrestrialPlant,single,Humulopsis scandens,France,NA,CABI,Nursery trade,Movement of COMMODITY,ESCAPE,Nursery trade,Movement of COMMODITY,ESCAPE,1_Movement of COMMODITY,12_ESCAPE,12_Nursery trade,4,Horticulture,Escape,Movement of COMMODITY,Direct,Primary,No,No,,Anna,,
Plantae,Tracheophyta,Magnoliopsida,Rosales,Cannabaceae,Humulopsis,Humulopsis scandens,Humulopsis scandens,terrestrial,Plantae,terrestrial plant,terrestrial forb,Plant,Plant,TerrestrialPlant,single,Humulopsis scandens,France,NA,CABI,Seed trade,Movement of COMMODITY,ESCAPE,Seed trade,Movement of COMMODITY,ESCAPE,1_Movement of COMMODITY,12_ESCAPE,12_Seed trade,4,Horticulture,Escape,Movement of COMMODITY,Direct,Primary,No,No,,Anna,,
Plantae,Tracheophyta,Magnoliopsida,Rosales,Cannabaceae,Humulopsis,Humulopsis scandens,Humulopsis scandens,terrestrial,Plantae,terrestrial plant,terrestrial forb,Plant,Plant,TerrestrialPlant,single,Humulopsis scandens,France,NA,CABI,Internet sales,Movement of COMMODITY,ESCAPE,Internet sales,Movement of COMMODITY,ESCAPE,1_Movement of COMMODITY,12_ESCAPE,12_Internet sales,4,Ornamental,Escape,Movement of COMMODITY,Direct,Primary,No,No,,Anna,,
Plantae,Tracheophyta,Magnoliopsida,Rosales,Cannabaceae,Humulopsis,Humulopsis scandens,Humulopsis scandens,terrestrial,Plantae,terrestrial plant,terrestrial forb,Plant,Plant,TerrestrialPlant,single,Humulopsis scandens,France,NA,CABI,Ornamental purposes,Movement of COMMODITY,RELEASE,Ornamental purposes,Movement of COMMODITY,ESCAPE,1_Movement of COMMODITY,12_ESCAPE,12_Ornamental purposes,4,Ornamental,Escape,Movement of COMMODITY,Direct,Primary,No,No,,Anna,,
Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Hyacinthoides,Hyacinthoides hispanica,Hyacinthoides hispanica,terrestrial,Plantae,terrestrial plant,terrestrial forb,Plant,Plant,TerrestrialPlant,single,Hyacinthoides hispanica,United Kingdom,NA,"Dehnen-Schmutz, K., Conroy, J. Working with gardeners to identify potential invasive ornamental garden plants: testing a citizen science approach. Biol Invasions 20, 3069_3077 (2018). https://doi.org/10.1007/s10530-018-1759-3",Ornamental purposes,Movement of COMMODITY,RELEASE,Ornamental purposes,Movement of COMMODITY,ESCAPE,1_Movement of COMMODITY,12_ESCAPE,12_Ornamental purposes,1,Ornamental,Escape,Movement of COMMODITY,Direct,Primary,Yes,No,,Anna,,
Plantae,Tracheophyta,Liliopsida,Alismatales,Hydrocharitaceae,Hydrilla,Hydrilla verticillata,Hydrilla verticillata,aquatic,Plantae,aquatic plant,aquatic submerged,Plant,Plant,SAQPlant,single,Hydrilla verticillata,USA,,CABI,Pet trade (pathway cause),Movement of COMMODITY,ESCAPE FROM CONFINEMENT,Pet trade,Movement of COMMODITY,ESCAPE,1_Movement of COMMODITY,12_ESCAPE,12_Pet trade,4,Pet,Escape,Movement of COMMODITY,Direct,Primary,Yes,No,,Anna,,
Plantae,Tracheophyta,Liliopsida,Alismatales,Hydrocharitaceae,Hydrilla,Hydrilla verticillata,Hydrilla verticillata,aquatic,Plantae,aquatic plant,aquatic submerged,Plant,Plant,SAQPlant,single,Hydrilla verticillata,USA,,GISD,Pet/aquarium trade,Movement of COMMODITY,RELEASE IN NATURE,Pet trade,Movement of COMMODITY,ESCAPE,1_Movement of COMMODITY,12_ESCAPE,12_Pet trade,4,Pet,Escape,Movement of COMMODITY,Direct,Primary,Yes,No,,Anna,,
Plantae,Tracheophyta,Liliopsida,Hyrocharitaceae,Hydrocharitaceae,Hydrilla,Hydrilla verticillata,Hydrilla verticillata,aquatic,Plantae,aquatic plant,aquatic submerged,Plant,Plant,SAQPlant,single,Hydrilla verticillata,USA,,CABI,Pet trade (pathway cause),Movement of COMMODITY,ESCAPE FROM CONFINEMENT,Pet trade,Movement of COMMODITY,ESCAPE,1_Movement of COMMODITY,12_ESCAPE,12_Pet trade,4,Pet,Escape,Movement of COMMODITY,Direct,Primary,Yes,No,,Anna,,
Plantae,Tracheophyta,Liliopsida,Hyrocharitaceae,Hydrocharitaceae,Hydrilla,Hydrilla verticillata,Hydrilla verticillata,aquatic,Plantae,aquatic plant,aquatic submerged,Plant,Plant,SAQPlant,single,Hydrilla verticillata,USA,,GISD,Pet/aquarium trade,Movement of COMMODITY,RELEASE IN NATURE,Pet trade,Movement of COMMODITY,ESCAPE,1_Movement of COMMODITY,12_ESCAPE,12_Pet trade,4,Pet,Escape,Movement of COMMODITY,Direct,Primary,Yes,No,,Anna,,
Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Hydrocotyle,Hydrocotyle ranunculoides,Hydrocotyle ranunculoides,Aquatic,Plantae,aquatic plant,aquatic floating,Plant,Plant,SAQPlant,single,Hydrocotyle ranunculoides,France,,CABI,Pet/aquarium trade,Movement of COMMODITY,RELEASE,Pet trade,Movement of COMMODITY,ESCAPE,1_Movement of COMMODITY,12_ESCAPE,12_Pet trade,1,Pet,Escape,Movement of COMMODITY,Direct,Primary,No,No,,Anna,,
Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Hydrocotyle,Hydrocotyle ranunculoides,Hydrocotyle ranunculoides,semi-aquatic,Plantae,aquatic plant,aquatic floating,Plant,Plant,SAQPlant,single,Hydrocotyle ranunculoides,France,,CABI,Pet/aquarium trade,Movement of COMMODITY,RELEASE,Pet trade,Movement of COMMODITY,ESCAPE,1_Movement of COMMODITY,12_ESCAPE,12_Pet trade,1,Pet,Escape,Movement of COMMODITY,Direct,Primary,No,No,,Anna,,
Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Hydrocotyle,Hydrocotyle ranunculoides,Hydrocotyle ranunculoides,Aquatic,Plantae,aquatic plant,aquatic floating,Plant,Plant,SAQPlant,single,Hydrocotyle ranunculoides,Spain,,CABI,Pet/aquarium trade,Movement of COMMODITY,RELEASE,Pet trade,Movement of COMMODITY,ESCAPE,1_Movement of COMMODITY,12_ESCAPE,12_Pet trade,1,Pet,Escape,Movement of COMMODITY,Direct,Primary,No,No,,Anna,,
Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Hydrocotyle,Hydrocotyle ranunculoides,Hydrocotyle ranunculoides,semi-aquatic,Plantae,aquatic plant,aquatic floating,Plant,Plant,SAQPlant,single,Hydrocotyle ranunculoides,Spain,,CABI,Pet/aquarium trade,Movement of COMMODITY,RELEASE,Pet trade,Movement of COMMODITY,ESCAPE,1_Movement of COMMODITY,12_ESCAPE,12_Pet trade,1,Pet,Escape,Movement of COMMODITY,Direct,Primary,No,No,,Anna,,
Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Hydrocotyle,Hydrocotyle ranunculoides,Hydrocotyle ranunculoides,Aquatic,Plantae,aquatic plant,aquatic floating,Plant,Plant,SAQPlant,single,Hydrocotyle ranunculoides,United Kingdom,,CABI,Pet/aquarium trade,Movement of COMMODITY,RELEASE,Pet trade,Movement of COMMODITY,ESCAPE,1_Movement of COMMODITY,12_ESCAPE,12_Pet trade,1,Pet,Escape,Movement of COMMODITY,Direct,Primary,Yes,No,,Anna,,
Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Hydrocotyle,Hydrocotyle ranunculoides,Hydrocotyle ranunculoides,semi-aquatic,Plantae,aquatic plant,aquatic floating,Plant,Plant,SAQPlant,single,Hydrocotyle ranunculoides,United Kingdom,,CABI,Pet/aquarium trade,Movement of COMMODITY,RELEASE,Pet trade,Movement of COMMODITY,ESCAPE,1_Movement of COMMODITY,12_ESCAPE,12_Pet trade,1,Pet,Escape,Movement of COMMODITY,Direct,Primary,Yes,No,,Anna,,
Plantae,Tracheophyta,Liliopsida,Cyperales,Poaceae,Hymenachne,Hymenachne amplexicaulis,Hymenachne amplexicaulis,semi-aquatic,Plantae,semi-aquatic plant,semi-aquatic grass,Plant,Plant,SAQPlant,single,Hymenachne amplexicaulis,USA,,CABI,Animal production (pathway cause),Movement of COMMODITY,ESCAPE FROM CONFINEMENT,Animal production,Movement of COMMODITY,ESCAPE,1_Movement of COMMODITY,12_ESCAPE,12_Animal production,6,Agriculture,Escape,Movement of COMMODITY,Direct,Primary,Yes,No,,Anna,,
Plantae,Tracheophyta,Liliopsida,Cyperales,Poaceae,Hymenachne,Hymenachne amplexicaulis,Hymenachne amplexicaulis,semi-aquatic,Plantae,semi-aquatic plant,semi-aquatic grass,Plant,Plant,SAQPlant,single,Hymenachne amplexicaulis,USA,,CABI,Hunting angling sport or racing (pathway cause),Movement of COMMODITY,RELEASE IN NATURE,"Hunting, angling, sport or racing",Movement of COMMODITY,RELEASE,1_Movement of COMMODITY,11_RELEASE,"11_Hunting, angling, sport or racing",6,Fishing equipment,Stowaway,VECTOR,Direct,Secondary,Yes,No,,Anna,,
Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Hyphantria,Hyphantria cunea,Hyphantria cunea,terrestrial,Animalia,terrestrial invertebrate,terrestrial arthropod,Insect,Insect,Insect,single,Hyphantria cunea,China,,GISD,transportation of pest through Wood,Movement of COMMODITY,ESCAPE,Timber trade,Movement of COMMODITY,TRANSPORT_CONTAMINANT,1_Movement of COMMODITY,13_TRANSPORT_CONTAMINANT,13_Timber trade,2,Timber trade contaminant,Contaminant,Movement of COMMODITY,Direct,Primary,No,No,,Anna,,
Animalia,Chordata,Reptilia,Squamata,Iguanidae,Iguana,Iguana iguana,Iguana iguana,terrestrial,Animalia,terrestrial vertebrate,terrestrial reptile,Reptile,Reptile,Reptile,single,Iguana iguana,France,,CABI,Pet trade (pathway cause),Movement of COMMODITY,ESCAPE FROM CONFINEMENT,Pet trade,Movement of COMMODITY,ESCAPE,1_Movement of COMMODITY,12_ESCAPE,12_Pet trade,1,Pet,Escape,Movement of COMMODITY,Direct,Primary,No,No,,Anna,,
Animalia,Chordata,Reptilia,Squamata,Iguanidae,Iguana,Iguana iguana,Iguana iguana,terrestrial,Animalia,terrestrial vertebrate,terrestrial reptile,Reptile,Reptile,Reptile,single,Iguana iguana,France,,GISD,Pet/aquarium trade,Movement of COMMODITY,RELEASE IN NATURE,Pet trade,Movement of COMMODITY,ESCAPE,1_Movement of COMMODITY,12_ESCAPE,12_Pet trade,1,Pet,Escape,Movement of COMMODITY,Direct,Primary,No,No,,Anna,,
Animalia,Chordata,Reptilia,Squamata,Iguanidae,Iguana,Iguana iguana,Iguana iguana,terrestrial,Animalia,terrestrial vertebrate,terrestrial reptile,Reptile,Reptile,Reptile,single,Iguana iguana,USA,,CABI,Pet trade (pathway cause),Movement of COMMODITY,ESCAPE FROM CONFINEMENT,Pet trade,Movement of COMMODITY,ESCAPE,1_Movement of COMMODITY,12_ESCAPE,12_Pet trade,1,Pet,Escape,Movement of COMMODITY,Direct,Primary,Yes,No,,Anna,,
Animalia,Chordata,Reptilia,Squamata,Iguanidae,Iguana,Iguana iguana,Iguana iguana,terrestrial,Animalia,terrestrial vertebrate,terrestrial reptile,Reptile,Reptile,Reptile,single,Iguana iguana,USA,,GISD,Pet/aquarium trade,Movement of COMMODITY,RELEASE IN NATURE,Pet trade,Movement of COMMODITY,ESCAPE,1_Movement of COMMODITY,12_ESCAPE,12_Pet trade,1,Pet,Escape,Movement of COMMODITY,Direct,Primary,Yes,No,,Anna,,
Plantae,Tracheophyta,Magnoliopsida,Ericales,Balsaminaceae,Impatiens,Impatiens balfourii,Impatiens balfourii,terrestrial,Plantae,terrestrial plant,terrestrial forb,Plant,Plant,TerrestrialPlant,single,Impatiens balfourii,Spain,NA,"Najberek, K., Pusz, W., Solarz, W. et al. The seeds of success: release from fungal attack on seeds may influence the invasiveness of alien Impatiens. Plant Ecol 219, 1197_1207 (2018). https://doi.org/10.1007/s11258-018-0872-9",Ornamental purposes,Movement of COMMODITY,RELEASE,Ornamental purposes,Movement of COMMODITY,ESCAPE,1_Movement of COMMODITY,12_ESCAPE,12_Ornamental purposes,1,Ornamental,Escape,Movement of COMMODITY,Direct,Primary,No,No,,Anna,,
Plantae,Tracheophyta,Magnoliopsida,Ericales,Balsaminaceae,Impatiens,Impatiens glandulifera,Impatiens glandulifera,terrestrial,Plantae,terrestrial plant,terrestrial forb,Plant,Plant,TerrestrialPlant,single,Impatiens glandulifera,Belgium,,CABI,Botanical gardens and zoos (pathway cause),Movement of COMMODITY,ESCAPE FROM CONFINEMENT,Botanical gardens and zoos,Movement of COMMODITY,ESCAPE,1_Movement of COMMODITY,12_ESCAPE,12_Botanical gardens and zoos,5,Botanical gardens & Zoos,Escape,Movement of COMMODITY,Direct,Secondary,No,No,,Anna,,
Plantae,Tracheophyta,Magnoliopsida,Ericales,Balsaminaceae,Impatiens,Impatiens glandulifera,Impatiens glandulifera,terrestrial,Plantae,terrestrial plant,terrestrial forb,Plant,Plant,TerrestrialPlant,single,Impatiens glandulifera,France,,CABI,Botanical gardens and zoos (pathway cause),Movement of COMMODITY,ESCAPE FROM CONFINEMENT,Botanical gardens and zoos,Movement of COMMODITY,ESCAPE,1_Movement of COMMODITY,12_ESCAPE,12_Botanical gardens and zoos,5,Botanical gardens & Zoos,Escape,Movement of COMMODITY,Direct,Secondary,No,No,,Anna,,
Plantae,Tracheophyta,Magnoliopsida,Ericales,Balsaminaceae,Impatiens,Impatiens glandulifera,Impatiens glandulifera,terrestrial,Plantae,terrestrial plant,terrestrial forb,Plant,Plant,TerrestrialPlant,single,Impatiens glandulifera,United Kingdom,,CABI,Botanical gardens and zoos (pathway cause),Movement of COMMODITY,ESCAPE FROM CONFINEMENT,Botanical gardens and zoos,Movement of COMMODITY,ESCAPE,1_Movement of COMMODITY,12_ESCAPE,12_Botanical gardens and zoos,5,Botanical gardens & Zoos,Escape,Movement of COMMODITY,Direct,Secondary,No,No,,Anna,,
Plantae,Tracheophyta,Magnoliopsida,Ericales,Balsaminaceae,Impatiens,Impatiens glandulifera,Impatiens glandulifera,terrestrial,Plantae,terrestrial plant,terrestrial forb,Plant,Plant,TerrestrialPlant,single,Impatiens glandulifera,Belgium,,CABI,Horticulture (pathway cause),Movement of COMMODITY,ESCAPE FROM CONFINEMENT,Horticulture,Movement of COMMODITY,ESCAPE,1_Movement of COMMODITY,12_ESCAPE,12_Horticulture,5,Horticulture,Escape,Movement of COMMODITY,Direct,Primary,No,No,,Anna,,
Plantae,Tracheophyta,Magnoliopsida,Ericales,Balsaminaceae,Impatiens,Impatiens glandulifera,Impatiens glandulifera,terrestrial,Plantae,terrestrial plant,terrestrial forb,Plant,Plant,TerrestrialPlant,single,Impatiens glandulifera,France,,CABI,Horticulture (pathway cause),Movement of COMMODITY,ESCAPE FROM CONFINEMENT,Horticulture,Movement of COMMODITY,ESCAPE,1_Movement of COMMODITY,12_ESCAPE,12_Horticulture,5,Horticulture,Escape,Movement of COMMODITY,Direct,Primary,No,No,,Anna,,
Plantae,Tracheophyta,Magnoliopsida,Ericales,Balsaminaceae,Impatiens,Impatiens glandulifera,Impatiens glandulifera,terrestrial,Plantae,terrestrial plant,terrestrial forb,Plant,Plant,TerrestrialPlant,single,Impatiens glandulifera,United Kingdom,,CABI,Horticulture (pathway cause),Movement of COMMODITY,ESCAPE FROM CONFINEMENT,Horticulture,Movement of COMMODITY,ESCAPE,1_Movement of COMMODITY,12_ESCAPE,12_Horticulture,5,Horticulture,Escape,Movement of COMMODITY,Direct,Primary,No,No,,Anna,,
Plantae,Tracheophyta,Magnoliopsida,Ericales,Balsaminaceae,Impatiens,Impatiens glandulifera,Impatiens glandulifera,terrestrial,Plantae,terrestrial plant,terrestrial forb,Plant,Plant,TerrestrialPlant,single,Impatiens glandulifera,Belgium,,CABI,Internet sales (pathway cause),Movement of COMMODITY,ESCAPE FROM CONFINEMENT,Internet sales,Movement of COMMODITY,ESCAPE,1_Movement of COMMODITY,12_ESCAPE,12_Internet sales,5,Ornamental,Escape,Movement of COMMODITY,Direct,Primary,No,No,,Anna,,
Plantae,Tracheophyta,Magnoliopsida,Ericales,Balsaminaceae,Impatiens,Impatiens glandulifera,Impatiens glandulifera,terrestrial,Plantae,terrestrial plant,terrestrial forb,Plant,Plant,TerrestrialPlant,single,Impatiens glandulifera,Belgium,,CABI,Mail,Movement of COMMODITY,ESCAPE,Mail,Movement of COMMODITY,ESCAPE,1_Movement of COMMODITY,12_ESCAPE,12_Mail,5,Ornamental,Escape,Movement of COMMODITY,Direct,Primary,No,No,,Anna,,
Plantae,Tracheophyta,Magnoliopsida,Ericales,Balsaminaceae,Impatiens,Impatiens glandulifera,Impatiens glandulifera,terrestrial,Plantae,terrestrial plant,terrestrial forb,Plant,Plant,TerrestrialPlant,single,Impatiens glandulifera,Belgium,,CABI,Ornamental purposes (pathway cause),Movement of COMMODITY,ESCAPE FROM CONFINEMENT,Ornamental purposes,Movement of COMMODITY,ESCAPE,1_Movement of COMMODITY,12_ESCAPE,12_Ornamental purposes,5,Ornamental,Escape,Movement of COMMODITY,Direct,Primary,No,No,,Anna,,
Plantae,Tracheophyta,Magnoliopsida,Ericales,Balsaminaceae,Impatiens,Impatiens glandulifera,Impatiens glandulifera,terrestrial,Plantae,terrestrial plant,terrestrial forb,Plant,Plant,TerrestrialPlant,single,Impatiens glandulifera,France,,CABI,Internet sales (pathway cause),Movement of COMMODITY,ESCAPE FROM CONFINEMENT,Internet sales,Movement of COMMODITY,ESCAPE,1_Movement of COMMODITY,12_ESCAPE,12_Internet sales,5,Ornamental,Escape,Movement of COMMODITY,Direct,Primary,No,No,,Anna,,
Plantae,Tracheophyta,Magnoliopsida,Ericales,Balsaminaceae,Impatiens,Impatiens glandulifera,Impatiens glandulifera,terrestrial,Plantae,terrestrial plant,terrestrial forb,Plant,Plant,TerrestrialPlant,single,Impatiens glandulifera,France,,CABI,Mail,Movement of COMMODITY,ESCAPE,Mail,Movement of COMMODITY,ESCAPE,1_Movement of COMMODITY,12_ESCAPE,12_Mail,5,Ornamental,Escape,Movement of COMMODITY,Direct,Primary,No,No,,Anna,,
Plantae,Tracheophyta,Magnoliopsida,Ericales,Balsaminaceae,Impatiens,Impatiens glandulifera,Impatiens glandulifera,terrestrial,Plantae,terrestrial plant,terrestrial forb,Plant,Plant,TerrestrialPlant,single,Impatiens glandulifera,France,,CABI,Ornamental purposes (pathway cause),Movement of COMMODITY,ESCAPE FROM CONFINEMENT,Ornamental purposes,Movement of COMMODITY,ESCAPE,1_Movement of COMMODITY,12_ESCAPE,12_Ornamental purposes,5,Ornamental,Escape,Movement of COMMODITY,Direct,Primary,No,No,,Anna,,
Plantae,Tracheophyta,Magnoliopsida,Ericales,Balsaminaceae,Impatiens,Impatiens glandulifera,Impatiens glandulifera,terrestrial,Plantae,terrestrial plant,terrestrial forb,Plant,Plant,TerrestrialPlant,single,Impatiens glandulifera,United Kingdom,,CABI,Internet sales (pathway cause),Movement of COMMODITY,ESCAPE FROM CONFINEMENT,Internet sales,Movement of COMMODITY,ESCAPE,1_Movement of COMMODITY,12_ESCAPE,12_Internet sales,5,Ornamental,Escape,Movement of COMMODITY,Direct,Primary,No,No,,Anna,,
Plantae,Tracheophyta,Magnoliopsida,Ericales,Balsaminaceae,Impatiens,Impatiens glandulifera,Impatiens glandulifera,terrestrial,Plantae,terrestrial plant,terrestrial forb,Plant,Plant,TerrestrialPlant,single,Impatiens glandulifera,United Kingdom,,CABI,Mail,Movement of COMMODITY,ESCAPE,Mail,Movement of COMMODITY,ESCAPE,1_Movement of COMMODITY,12_ESCAPE,12_Mail,5,Ornamental,Escape,Movement of COMMODITY,Direct,Primary,No,No,,Anna,,
Plantae,Tracheophyta,Magnoliopsida,Ericales,Balsaminaceae,Impatiens,Impatiens glandulifera,Impatiens glandulifera,terrestrial,Plantae,terrestrial plant,terrestrial forb,Plant,Plant,TerrestrialPlant,single,Impatiens glandulifera,United Kingdom,,CABI,Ornamental purposes (pathway cause),Movement of COMMODITY,ESCAPE FROM CONFINEMENT,Ornamental purposes,Movement of COMMODITY,ESCAPE,1_Movement of COMMODITY,12_ESCAPE,12_Ornamental purposes,5,Ornamental,Escape,Movement of COMMODITY,Direct,Primary,No,No,,Anna,,
Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Jatropha,Jatropha curcas,Jatropha curcas,terrestrial,Plantae,NA,NA,Plant,Plant,PlantUnspecified,single,Jatropha curcas,Australia,NA,CABI,Crop production,Movement of COMMODITY,ESCAPE,Crop production,Movement of COMMODITY,ESCAPE,1_Movement of COMMODITY,12_ESCAPE,12_Crop production,3,Agriculture,Escape,Movement of COMMODITY,Direct,Primary,No,No,,Anna,,
Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Jatropha,Jatropha curcas,Jatropha curcas,terrestrial,Plantae,NA,NA,Plant,Plant,PlantUnspecified,single,Jatropha curcas,Australia,NA,CABI,Forestry,Movement of COMMODITY,ESCAPE,Forestry,Movement of COMMODITY,ESCAPE,1_Movement of COMMODITY,12_ESCAPE,12_Forestry,3,Forestry,Escape,Movement of COMMODITY,Direct,Primary,No,No,,Anna,,
Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Jatropha,Jatropha curcas,Jatropha curcas,terrestrial,Plantae,NA,NA,Plant,Plant,PlantUnspecified,single,Jatropha curcas,Australia,NA,CABI,Internet sales,Movement of COMMODITY,ESCAPE,Internet sales,Movement of COMMODITY,ESCAPE,1_Movement of COMMODITY,12_ESCAPE,12_Internet sales,3,Ornamental,Escape,Movement of COMMODITY,Direct,Primary,No,No,,Anna,,
Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Crassulaceae,Kalanchoe,Kalanchoe daigremontiana,Kalanchoe daigremontiana,terrestrial,Plantae,terrestrial plant,terrestrial Succulent,Plant,Plant,TerrestrialPlant,single,Kalanchoe daigremontiana,Spain,,CABI,Internet sales (pathway cause),Movement of COMMODITY,ESCAPE FROM CONFINEMENT,Internet sales,Movement of COMMODITY,ESCAPE,1_Movement of COMMODITY,12_ESCAPE,12_Internet sales,3,Ornamental,Escape,Movement of COMMODITY,Direct,Primary,No,,,Melina,,
Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Crassulaceae,Kalanchoe,Kalanchoe daigremontiana,Kalanchoe daigremontiana,terrestrial,Plantae,terrestrial plant,terrestrial Succulent,Plant,Plant,TerrestrialPlant,single,Kalanchoe daigremontiana,Spain,,CABI,Mail,Movement of COMMODITY,ESCAPE,Mail,Movement of COMMODITY,ESCAPE,1_Movement of COMMODITY,12_ESCAPE,12_Mail,3,Ornamental,Escape,Movement of COMMODITY,Direct,Primary,No,,,Melina,,But reference specific to N. America
Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Crassulaceae,Kalanchoe,Kalanchoe daigremontiana,Kalanchoe daigremontiana,terrestrial,Plantae,terrestrial plant,terrestrial Succulent,Plant,Plant,TerrestrialPlant,single,Kalanchoe daigremontiana,Spain,,CABI,Ornamental purposes (pathway cause),Movement of COMMODITY,ESCAPE FROM CONFINEMENT,Ornamental purposes,Movement of COMMODITY,ESCAPE,1_Movement of COMMODITY,12_ESCAPE,12_Ornamental purposes,3,Ornamental,Escape,Movement of COMMODITY,Direct,Primary,No,,,Melina,,But reference specific to N. America
Plantae,Tracheophyta,Liliopsida,Alismatales,Hydrocharitaceae,Lagarosiphon,Lagarosiphon major,Lagarosiphon major,aquatic,Plantae,aquatic plant,aquatic submerged,Plant,Plant,SAQPlant,single,Lagarosiphon major,France,,GISD,Pet/aquarium trade,Movement of COMMODITY,RELEASE,Pet trade,Movement of COMMODITY,ESCAPE,1_Movement of COMMODITY,12_ESCAPE,12_Pet trade,1,Pet,Escape,Movement of COMMODITY,Direct,Primary,No,,,Melina,,has some benefits
